Date,GOLD,DXY,US10Y
2020-01-03,0.01620200142464734,-0.00010327451097624785,-0.04994685621915251
2020-01-06,0.010973405974574524,-0.0017554541034074944,0.012863535831559192
2020-01-07,0.003575595601353454,0.0032068397006328464,0.00883491580210305
2020-01-08,-0.009161486173001832,0.0032996461512428965,0.02572519472970969
2020-01-09,-0.0036599930350791343,0.0015415610665971968,-0.008537840776206451
2020-01-10,0.0037378675070167677,-0.0009235129882910753,-0.017761028880085905
2020-01-13,-0.005842680954052937,-0.00010273352678480396,0.012602740441864713
2020-01-14,-0.0038749676475047234,0.00020548816409338144,-0.016233814823597315
2020-01-15,0.0062888686581550335,-0.0014378082129955505,-0.01650163480003819
2020-01-16,-0.001997278290509108,0.0009256025381407795,0.01174498199226326
2020-01-17,0.006326693885167822,0.0029798696715652717,0.014925345594910322
2020-01-21,-0.001539661495306488,-0.0008196069107103687,-0.036492327622455134
2020-01-22,-0.000706743490544226,0.0,0.0
2020-01-23,0.005979506504111276,0.0016405584344509894,-0.016393466926802103
2020-01-24,0.004154416529097649,0.0016377933126863198,-0.03390805456058432
2020-01-27,0.0036280779904294125,0.0011241759025746312,-0.04521116922258661
2020-01-28,-0.004819950165462217,0.0006124699791187904,0.022429914594157996
2020-01-29,0.000382422683483874,-0.00030604754462615347,-0.028641102752012815
2020-01-30,0.008727195022131706,-0.0012245649536019032,-0.02258470123003198
2020-01-31,-0.00037889206563779254,-0.004904499269060891,-0.0243902364376285
2020-02-03,-0.003601031748229011,0.004209915439767009,0.0
2020-02-04,-0.01699209205395924,0.0016359512037047441,0.05460530588006107
2020-02-05,0.004772977488090024,0.0031645320691195966,0.02869619621238706
2020-02-06,0.004686048612788207,0.0023405247256598205,-0.003032137710220262
2020-02-07,0.0022362788669072486,0.001827414265743954,-0.04014604732753668
2020-02-10,0.003888802550604975,0.001520080314298955,-0.01964505697305241
2020-02-11,-0.005778863191787997,-0.0011130285167818554,0.027795721673519624
2020-02-12,0.001149750163640162,0.0033428061889597682,0.025157208184474866
2020-02-13,0.004912562876061788,0.00020188432559620217,-0.00797546716694586
2020-02-14,0.004825075045227001,0.0005047244565645759,-0.017934400093067238
2020-02-18,0.0109307192530812,0.0034301485923067254,-0.02015117358838714
2020-02-19,0.004687499999999956,0.0014075949219498618,0.008997466725975123
2020-02-20,0.0056609490425738596,0.002710886311219074,-0.028662468019451603
2020-02-21,0.017320302129691267,-0.006107946265901498,-0.03540984975173589
2020-02-24,0.01690383633759951,0.0003022242459325142,-0.06390209699762761
2020-02-25,-0.015247548210802098,-0.0032228793622075536,-0.034132122160003164
2020-02-26,-0.004189704482223999,0.0003031098204189231,-0.015037668789816938
2020-02-27,0.0,-0.00565654099589652,-0.008396884324032294
2020-02-28,-0.046280502691501524,-0.00314917899532563,-0.13240958218750787
2020-03-02,0.01802958486181372,-0.007846699934963897,-0.03460507188468409
2020-03-03,0.03127546645147916,-0.0021569338861562315,-0.07169123568529889
2020-03-04,-0.0006089763198755538,0.001955685116084238,-0.017821788956120854
2020-03-05,0.015416518922981348,-0.0053420655704709,-0.06653224377002265
2020-03-06,0.0026404370796919707,-0.008985775142783203,-0.23758102466177577
2020-03-09,0.0022144787309947844,-0.010943152222606889,-0.2932010853111354
2020-03-10,-0.009196789736675148,0.015911508028992882,0.4989980089182402
2020-03-11,-0.010668405420007354,0.0010372209347855321,0.09625663719211763
2020-03-12,-0.031741181193497225,0.009947146028631781,0.03536583477723165
2020-03-13,-0.04630975611591981,0.013132233130874305,0.12014134374849061
2020-03-16,-0.019660835071461547,-0.006683581388449378,-0.2344900060996048
2020-03-17,0.026246718728858642,0.01519018808025474,0.3695054934933095
2020-03-18,-0.031215145139910194,0.01586665798355069,0.26980948752917766
2020-03-19,0.0008799341466505517,0.015816512615651313,-0.11611379985909576
2020-03-20,0.003652119912907814,0.0005838610095998398,-0.16175151158237078
2020-03-23,0.055929919137466255,-0.0032095101345472887,-0.18550108791182884
2020-03-24,0.059476675923340716,-0.007317787253707464,0.06806280925273178
2020-03-25,-0.016805145864542737,-0.006781942466085211,0.051470583938534764
2020-03-26,0.010904812978834055,-0.016130676235384334,-0.05477854546740357
2020-03-27,-0.01587779623023844,-0.010561209431718344,-0.07644880078539962
2020-03-30,-0.0011700378012791113,0.008234192700801612,-0.10547395838099782
2020-03-31,-0.023797765466052723,-0.0013107204377693638,0.04179103946494611
2020-04-01,-0.0032841184552284686,0.006259415427413151,-0.0902579113422769
2020-04-02,0.03009758045216593,0.005116907249922864,-0.01259845091749856
2020-04-03,0.004920957273962578,0.003992828155923167,-0.06379579504899269
2020-04-06,0.026504284827250757,0.0010936628390236791,0.15161837268966005
2020-04-07,-0.007274866530635027,-0.007051336451062484,0.08875740010182165
2020-04-08,0.0003603889766581325,0.0014002739042588974,0.03804347429966759
2020-04-09,0.04251226475316172,-0.005992869427244529,-0.04581155273766713
2020-04-13,0.004953402775092375,-0.0017081810156708288,0.02743489888876982
2020-04-14,0.006820209772313124,-0.004630086477479645,0.004005288817922059
2020-04-15,-0.016792850697309403,0.005763977129560782,-0.15159570041246095
2020-04-16,-0.0039369655801569925,0.005730944098844226,-0.045454519975216434
2020-04-17,-0.018135359683463026,-0.0024992502554318508,0.0738915518494323
2020-04-20,0.007340767684405947,0.0018039718117648373,-0.042813452312956524
2020-04-21,-0.013751777591560432,0.0030012310374702977,-0.08785943815289587
2020-04-22,0.030091765861830932,0.0012966013429895895,0.0840631162060963
2020-04-23,0.002661015668526945,0.00039845518249359557,-0.009693120824966761
2020-04-24,-0.005653982895085452,-0.0004978895908182013,-0.027732399053987722
2020-04-27,-0.006730476116006634,-0.0033870925203581814,0.1006711422819837
2020-04-28,-0.0008178190280367925,-0.001699301953114296,-0.07012195509771435
2020-04-29,-0.004150818816683666,-0.003003935551289194,0.02786878614264343
2020-04-30,-0.011271617334156159,-0.005523782800477384,-0.007974474381124086
2020-05-01,0.006115692392080874,-0.002221708733253114,0.03215440708325534
2020-05-04,0.007317807267077203,0.006882593969349982,-0.007788154329232855
2020-05-05,-0.0014646434848216705,0.0023119794911328206,0.03139714311299224
2020-05-06,-0.01185172081250807,0.0038110245402374066,0.08219181064847403
2020-05-07,0.022325198163132498,-0.001998171201515686,-0.1125176372317257
2020-05-08,-0.006911385803573311,-0.0016017222313791102,0.08082408949651843
2020-05-11,-0.008538496624058811,0.005113752027167573,0.06451617414030575
2020-05-12,0.005367766957965925,-0.003092553523545094,-0.06611575336780606
2020-05-13,0.005573808885191767,0.003102147079426132,-0.042772839832642795
2020-05-14,0.01411981494086767,0.002294526754142323,-0.046224918176781093
2020-05-15,0.00880274382546209,-0.0006967223447170712,0.0339256340118923
2020-05-18,-0.01231890913949063,-0.007270949659751058,0.16250005355104924
2020-05-19,0.007160123567464316,-0.0030098869055337207,-0.04435482740329888
2020-05-20,0.0036693180789062474,-0.0025158497845427785,-0.04360058652309684
2020-05-21,-0.017194091172006765,0.0025221952489162813,-0.004411795513646122
2020-05-22,0.008195277876162477,0.00493104407996392,-0.029542069918802927
2020-05-26,-0.017179711274783238,-0.00951328802759599,0.06240488318986648
2020-05-27,0.003226184797320286,0.0015164684150328345,-0.025787974669222002
2020-05-28,0.0017540781818112805,-0.006864529799463837,0.03676467043408915
2020-05-29,0.013774572411924924,-0.0004065960219973297,-0.08085103936552929
